,aff_city,aff_cityNow,aff_country,aff_countryNow,aff_locationString,aff_name,aff_nameNow,awardYear,category,categoryFullName,city,cityNow,continent,country,countryNow,date,dateAwarded,gender,id,knownName,locationString,motivation,portion,prizeAmount,prizeAmountAdjusted,prizeStatus,sortOrder,new_category,key_col,matches,check
798,Cambridge,Cambridge,United Kingdom,United Kingdom,"Cambridge, United Kingdom",Gurdon Institute,Gurdon Institute,2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Dippenhall,Dippenhall,Europe,United Kingdom,United Kingdom,1933-10-02,,male,874,Sir John B. Gurdon,"Dippenhall, United Kingdom",for the discovery that mature cells can be reprogrammed to become pluripotent,1/2,8000000,8361204,received,1,Medicine,sirjohnbgurdon2012medicine,,0
799,Canberra,Canberra,Australia,Australia,"Canberra, Australia",Australian National University,Australian National University,1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Melbourne,Melbourne,Oceania,Australia,Australia,1903-01-27,,male,375,Sir John Eccles,"Melbourne, Australia",for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,1/3,265000,2839286,received,1,Medicine,sirjohneccles1963medicine,,0
800,Cardiff,Cardiff,United Kingdom,United Kingdom,"Cardiff, United Kingdom",Cardiff University,Cardiff University,2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Stroud,Stroud,Europe,United Kingdom,United Kingdom,1941-01-01,2007-10-08,male,812,Sir Martin J. Evans,"Stroud, United Kingdom",for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,10000000,11301989,received,2,Medicine,sirmartinjevans2007medicine,,0
801,London,London,United Kingdom,United Kingdom,"London, United Kingdom",Imperial Cancer Research Fund,Imperial Cancer Research Fund,2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Norwich,Norwich,Europe,United Kingdom,United Kingdom,1949-01-25,2001-10-08,male,737,Sir Paul Nurse,"Norwich, United Kingdom",for their discoveries of key regulators of the cell cycle,1/3,10000000,12295082,received,3,Medicine,sirpaulnurse2001medicine,,0
802,Oxford,Oxford,United Kingdom,United Kingdom,"Oxford, United Kingdom",University of Oxford,University of Oxford,2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Lancashire,Lancashire,Europe,United Kingdom,United Kingdom,1954-05-14,2019-10-07,male,971,Sir Peter J. Ratcliffe,"Lancashire, United Kingdom",for their discoveries of how cells sense and adapt to oxygen availability,1/3,9000000,9000000,received,2,Medicine,sirpeterjratcliffe2019medicine,,0
803,Nottingham,Nottingham,United Kingdom,United Kingdom,"Nottingham, United Kingdom","University of Nottingham, School of Physics and Astronomy","University of Nottingham, School of Physics and Astronomy",2003,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,London,London,Europe,United Kingdom,United Kingdom,1933-10-09,2003-10-06,male,765,Sir Peter Mansfield,"London, United Kingdom",for their discoveries concerning magnetic resonance imaging,1/2,10000000,11807305,received,2,Medicine,sirpetermansfield2003medicine,,0
804,"San Francisco, CA","San Francisco, CA",USA,USA,"San Francisco, CA, USA",University of California School of Medicine,University of California School of Medicine,1997,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Des Moines, IA","Des Moines, IA",North America,USA,USA,1942-05-28,1997-10-06,male,457,Stanley B. Prusiner,"Des Moines, IA, USA",for his discovery of Prions - a new biological principle of infection,1,7500000,9572839,received,1,Medicine,stanleybprusiner1997medicine,stanleyprusiner1997medicine,27
805,"Nashville, TN","Nashville, TN",USA,USA,"Nashville, TN, USA",Vanderbilt University School of Medicine,Vanderbilt University School of Medicine,1986,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,1922-11-17,,male,434,Stanley Cohen,"Brooklyn, NY, USA",for their discoveries of growth factors,1/2,2000000,4098361,received,1,Medicine,stanleycohen1986medicine,stanleycohen1986medicine,24
806,Stockholm,Stockholm,Sweden,Sweden,"Stockholm, Sweden",Karolinska Institutet,Karolinska Institutet,1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Stockholm,Stockholm,Europe,Sweden,Sweden,1916-01-10,1982-10-11,male,425,Sune K. Bergström,"Stockholm, Sweden",for their discoveries concerning prostaglandins and related biologically active substances,1/3,1150000,3102518,received,1,Medicine,sunekbergström1982medicine,,0
807,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),1987,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Nagoya,Nagoya,Asia,Japan,Japan,1939-09-05,,male,436,Susumu Tonegawa,"Nagoya, Japan",for his discovery of the genetic principle for generation of antibody diversity,1,2175000,4274764,received,1,Medicine,susumutonegawa1987medicine,,0
808,"Berkeley, CA","Berkeley, CA",USA,USA,"Berkeley, CA, USA",The Molecular Sciences Institute,The Molecular Sciences Institute,2002,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Germiston,Germiston,Africa,South Africa,South Africa,1927-01-13,2002-10-07,male,750,Sydney Brenner,"Germiston, South Africa",for their discoveries concerning genetic regulation of organ development and programmed cell death',1/3,10000000,12034660,received,1,Medicine,sydneybrenner2002medicine,sydneybrenner2002medicine,25
809,Basel,Basel,Switzerland,Switzerland,"Basel, Switzerland",Basel University,Basel University,1950,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Wloclawek,Wloclawek,Europe,Poland,Poland,1897-07-20,,male,350,Tadeus Reichstein,"Wloclawek, Poland","for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",1/3,164304,3050198,received,2,Medicine,tadeusreichstein1950medicine,tadeusreichstein1950medicine,28
810,Kyoto,Kyoto,Japan,Japan,"Kyoto, Japan",Kyoto University,Kyoto University,2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Kyoto,Kyoto,Asia,Japan,Japan,1942-01-27,,male,959,Tasuku Honjo,"Kyoto, Japan",for their discovery of cancer therapy by inhibition of negative immune regulation,1/2,9000000,9000000,received,2,Medicine,tasukuhonjo2018medicine,,0
811,Bern,Bern,Switzerland,Switzerland,"Bern, Switzerland",Berne University,Berne University,1909,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Bern,Bern,Europe,Switzerland,Switzerland,1841-08-25,,male,303,Theodor Kocher,"Bern, Switzerland","for his work on the physiology, pathology and surgery of the thyroid gland",1,139800,7084459,received,1,Medicine,theodorkocher1909medicine,,0
812,"Stanford, CA","Stanford, CA",USA,USA,"Stanford, CA, USA",Stanford University,Stanford University,2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Göttingen,Göttingen,Europe,Germany,Germany,1955-12-22,,male,886,Thomas C. Südhof,"Göttingen, Germany","for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",1/3,8000000,8365867,received,3,Medicine,thomascsüdhof2013medicine,,0
813,"Pasadena, CA","Pasadena, CA",USA,USA,"Pasadena, CA, USA",California Institute of Technology (Caltech),California Institute of Technology (Caltech),1933,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Lexington, KY","Lexington, KY",North America,USA,USA,1866-09-25,,male,325,Thomas H. Morgan,"Lexington, KY, USA",for his discoveries concerning the role played by the chromosome in heredity,1,170332,5413093,received,1,Medicine,thomashmorgan1933medicine,,0
814,"Boston, MA","Boston, MA",USA,USA,"Boston, MA, USA","Research Division of Infectious Diseases, Children's Medical Center","Research Division of Infectious Diseases, Children's Medical Center",1954,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Ann Arbor, MI","Ann Arbor, MI",North America,USA,USA,1915-06-15,,male,357,Thomas H. Weller,"Ann Arbor, MI, USA",for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3,181647,2640218,received,2,Medicine,thomashweller1954medicine,,0
815,London,London,United Kingdom,United Kingdom,"London, United Kingdom",Imperial Cancer Research Fund,Imperial Cancer Research Fund,2001,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Neston,Neston,Europe,United Kingdom,United Kingdom,1943-02-19,2001-10-08,male,736,Tim Hunt,"Neston, United Kingdom",for their discoveries of key regulators of the cell cycle,1/3,10000000,12295082,received,2,Medicine,timhunt2001medicine,,0
816,"Boston, MA","Boston, MA",USA,USA,"Boston, MA, USA",Harvard Medical School,Harvard Medical School,1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Uppsala,Uppsala,Europe,Sweden,Sweden,1924-06-03,1981-10-09,male,424,Torsten N. Wiesel,"Uppsala, Sweden",for their discoveries concerning information processing in the visual system,1/4,1000000,2929688,received,3,Medicine,torstennwiesel1981medicine,,0
817,Beijing,Beijing,China,China,"Beijing, China",China Academy of Traditional Chinese Medicine,China Academy of Traditional Chinese Medicine,2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Zhejiang Ningbo,Zhejiang Ningbo,Asia,China,China,1930-12-30,,female,918,Tu Youyou,"Zhejiang Ningbo, China",for her discoveries concerning a novel therapy against Malaria,1/2,8000000,8384572,received,3,Medicine,tuyouyou2015medicine,,0
818,Stockholm,Stockholm,Sweden,Sweden,"Stockholm, Sweden",Karolinska Institutet,Karolinska Institutet,1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Stockholm,Stockholm,Europe,Sweden,Sweden,1905-02-07,1970-10-15,male,395,Ulf von Euler,"Stockholm, Sweden","for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation",1/3,400000,3177966,received,2,Medicine,ulfvoneuler1970medicine,,0
819,Zurich,Zurich,Switzerland,Switzerland,"Zurich, Switzerland",University of Zurich,University of Zurich,1949,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Frauenfeld,Frauenfeld,Europe,Switzerland,Switzerland,1881-03-17,,male,347,Walter Hess,"Frauenfeld, Switzerland",for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,1/2,156290,2930438,received,1,Medicine,walterhess1949medicine,,0
820,Basel,Basel,Switzerland,Switzerland,"Basel, Switzerland",Biozentrum der Universität,Biozentrum der Universität,1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Gränichen,Gränichen,Europe,Switzerland,Switzerland,1929-06-03,,male,414,Werner Arber,"Gränichen, Switzerland",for the discovery of restriction enzymes and their application to problems of molecular genetics,1/3,725000,2898454,received,1,Medicine,wernerarber1978medicine,,0
821,Mainz,Mainz,Germany,Germany,"Mainz, Germany",Mainz University,Mainz University,1956,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Berlin,Berlin,Europe,Germany,Germany,1904-08-29,,male,361,Werner Forssmann,"Berlin, Germany",for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3,200123,2699501,received,2,Medicine,wernerforssmann1956medicine,,0
822,Leiden,Leiden,the Netherlands,the Netherlands,"Leiden, the Netherlands",Leiden University,Leiden University,1924,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Semarang,Semarang,Asia,"Java, Dutch East Indies",Indonesia,1860-05-21,,male,315,Willem Einthoven,"Semarang, Java, Dutch East Indies (now Indonesia)",for his discovery of the mechanism of the electrocardiogram,1,116719,3218355,received,1,Medicine,willemeinthoven1924medicine,,0
823,"Madison, NJ","Madison, NJ",USA,USA,"Madison, NJ, USA",Drew University,Drew University,2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Ramelton,Ramelton,Europe,Ireland,Ireland,1930-06-28,,male,916,William C. Campbell,"Ramelton, Ireland",for their discoveries concerning a novel therapy against infections caused by roundworm parasites,1/4,8000000,8384572,received,1,Medicine,williamccampbell2015medicine,,0
824,"Boston, MA","Boston, MA",USA,USA,"Boston, MA, USA",Harvard Medical School,Harvard Medical School,2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"New York, NY","New York, NY",North America,USA,USA,1957-11-23,2019-10-07,male,970,William G. Kaelin Jr,"New York, NY, USA",for their discoveries of how cells sense and adapt to oxygen availability,1/3,9000000,9000000,received,1,Medicine,williamgkaelinjr2019medicine,,0
825,"Cambridge, MA","Cambridge, MA",USA,USA,"Cambridge, MA, USA",Harvard University,Harvard University,1934,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"Stoughton, WI","Stoughton, WI",North America,USA,USA,1892-02-06,,male,328,William P. Murphy,"Stoughton, WI, USA",for their discoveries concerning liver therapy in cases of anaemia,1/3,162608,5167627,received,3,Medicine,williampmurphy1934medicine,,0
826,Tokyo,Tokyo,Japan,Japan,"Tokyo, Japan",Tokyo Institute of Technology,Tokyo Institute of Technology,2016,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,Fukuoka,Fukuoka,Asia,Japan,Japan,1945-02-09,,male,927,Yoshinori Ohsumi,"Fukuoka, Japan",for his discoveries of mechanisms for autophagy,1,8000000,8301051,received,1,Medicine,yoshinoriohsumi2016medicine,,0
827,,,,,,,,1957,Literature,The Nobel Prize in  Literature,Mondovi,Mondovi,Africa,French Algeria,Algeria,1913-11-07,,male,628,Albert Camus,"Mondovi, French Algeria (now Algeria)","for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times",1,208629,2697789,received,1,Literature,albertcamus1957literature,,0
828,,,,,,,,1970,Literature,The Nobel Prize in  Literature,Kislovodsk,Kislovodsk,Europe,Russia,Russia,1918-12-11,1970-10-08,male,644,Alexandr Solzhenitsyn,"Kislovodsk, Russia",for the ethical force with which he has pursued the indispensable traditions of Russian literature,1,400000,3177966,received,1,Literature,alexandrsolzhenitsyn1970literature,,0
829,,,,,,,,2013,Literature,The Nobel Prize in  Literature,Wingham,Wingham,North America,Canada,Canada,1931-07-10,2013-10-10,female,892,Alice Munro,"Wingham, Canada",master of the contemporary short story,1,8000000,8365867,received,1,Literature,alicemunro2013literature,,0
830,,,,,,,,1921,Literature,The Nobel Prize in  Literature,Paris,Paris,Europe,France,France,1844-04-16,,male,590,Anatole France,"Paris, France","in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",1,121573,2532771,received,1,Literature,anatolefrance1921literature,,0
831,,,,,,,,1947,Literature,The Nobel Prize in  Literature,Paris,Paris,Europe,France,France,1869-11-22,,male,618,André Gide,"Paris, France","for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",1,146115,2914528,received,1,Literature,andrégide1947literature,,0
832,,,,,,,,1950,Literature,The Nobel Prize in  Literature,Trelleck,Trelleck,Europe,United Kingdom,United Kingdom,1872-05-18,,male,621,Bertrand Russell,"Trelleck, United Kingdom",in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,1,164304,3050198,received,1,Literature,bertrandrussell1950literature,,0
